source,Pubchem_CID,Melting_Point,reference,Substance_CASRN,SMILES,ConnectivitySMILES,InChI,InChIKey,IUPAC_Name
Pubchem,3337,160-170,"
            ",458-24-2,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,"InChI=1S/C12H16F3N/c1-3-16-9(2)7-10-5-4-6-11(8-10)12(13,14)15/h4-6,8-9,16H,3,7H2,1-2H3",DBGIVFWFUFKIQN-UHFFFAOYSA-N,N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine
Pubchem,3339,79-82,"
            ",49562-28-9,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3",YMTINGFKWWXKFG-UHFFFAOYSA-N,propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate
Pubchem,3342,168-171,"
            ",31879-05-7,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,"InChI=1S/C15H14O3/c1-11(15(16)17)12-6-5-9-14(10-12)18-13-7-3-2-4-8-13/h2-11H,1H3,(H,16,17)",RDJGLLICXDHJDY-UHFFFAOYSA-N,2-(3-phenoxyphenyl)propanoic acid
Pubchem,3343,222-223,"
            ",13392-18-2,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,"InChI=1S/C17H21NO4/c1-11(6-12-2-4-14(19)5-3-12)18-10-17(22)13-7-15(20)9-16(21)8-13/h2-5,7-9,11,17-22H,6,10H2,1H3",LSLYOANBFKQKPT-UHFFFAOYSA-N,"5-[1-hydroxy-2-[1-(4-hydroxyphenyl)propan-2-ylamino]ethyl]benzene-1,3-diol"
Pubchem,3344,232-233,"
            ",5053-06-5,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3,"InChI=1S/C15H20N2O2/c18-14-16-12-15(19-14)7-10-17(11-8-15)9-6-13-4-2-1-3-5-13/h1-5H,6-12H2,(H,16,18)",FVNFBBAOMBJTST-UHFFFAOYSA-N,"8-(2-phenylethyl)-1-oxa-3,8-diazaspiro[4.5]decan-2-one"
Pubchem,3345,83-84,"
            ",437-38-7,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,"InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3",PJMPHNIQZUBGLI-UHFFFAOYSA-N,N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide
Pubchem,3346,43 °F,"
            ",55-38-9,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,"InChI=1S/C10H15O3PS2/c1-8-7-9(5-6-10(8)16-4)13-14(15,11-2)12-3/h5-7H,1-4H3",PNVJTZOFSHSLTO-UHFFFAOYSA-N,dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane
Pubchem,3347,53.7 °C,"
            ",51630-58-1,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,"InChI=1S/C25H22ClNO3/c1-17(2)24(18-11-13-20(26)14-12-18)25(28)30-23(16-27)19-7-6-10-22(15-19)29-21-8-4-3-5-9-21/h3-15,17,23-24H,1-2H3",NYPJDWWKZLNGGM-UHFFFAOYSA-N,[cyano-(3-phenoxyphenyl)methyl] 2-(4-chlorophenyl)-3-methylbutanoate
Pubchem,3348,142.5 °C,"
            ",83799-24-0,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,"InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)",RWTNPBWLLIMQHL-UHFFFAOYSA-N,2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid
Pubchem,3352,-201 °C,"
            ",120068-37-3,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,"InChI=1S/C12H4Cl2F6N4OS/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)26(25)12(18,19)20/h1-2H,22H2",ZOCSXAVNDGMNBV-UHFFFAOYSA-N,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile"
Pubchem,3354,232-234,"
            ",15301-69-6,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,"InChI=1S/C24H25NO4/c1-17-21(26)19-11-8-12-20(23(19)29-22(17)18-9-4-2-5-10-18)24(27)28-16-15-25-13-6-3-7-14-25/h2,4-5,8-12H,3,6-7,13-16H2,1H3",SPIUTQOUKAMGCX-UHFFFAOYSA-N,2-piperidin-1-ylethyl 3-methyl-4-oxo-2-phenylchromene-8-carboxylate
Pubchem,3356,228-229,"
            ",54143-55-4,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,"InChI=1S/C17H20F6N2O3/c18-16(19,20)9-27-12-4-5-14(28-10-17(21,22)23)13(7-12)15(26)25-8-11-3-1-2-6-24-11/h4-5,7,11,24H,1-3,6,8-10H2,(H,25,26)",DJBNUMBKLMJRSA-UHFFFAOYSA-N,"N-(piperidin-2-ylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide"
Pubchem,3357,270 dec °C,"
            ",79660-72-3,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,"InChI=1S/C17H18F3N3O3/c1-21-4-6-22(7-5-21)15-12(19)8-10-14(13(15)20)23(3-2-18)9-11(16(10)24)17(25)26/h8-9H,2-7H2,1H3,(H,25,26)",XBJBPGROQZJDOJ-UHFFFAOYSA-N,"6,8-difluoro-1-(2-fluoroethyl)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid"
Pubchem,3360,179-180,"
            ",23779-99-9,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,"InChI=1S/C20H17F3N2O4/c21-20(22,23)15-6-3-5-13-17(8-9-24-18(13)15)25-16-7-2-1-4-14(16)19(28)29-11-12(27)10-26/h1-9,12,26-27H,10-11H2,(H,24,25)",APQPGQGAWABJLN-UHFFFAOYSA-N,"2,3-dihydroxypropyl 2-[[8-(trifluoromethyl)quinolin-4-yl]amino]benzoate"
Pubchem,3365,-140 °C,"
            ",86386-73-4,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol"
Pubchem,3366,296 °C,"
            ",2022-85-7,C1=NC(=O)NC(=C1F)N,C1=NC(=O)NC(=C1F)N,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)",XRECTZIEBJDKEO-UHFFFAOYSA-N,6-amino-5-fluoro-1H-pyrimidin-2-one
Pubchem,3369,218.5-219,"
            ",3900-31-0,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,"InChI=1S/C16H12ClFN2O/c1-20-14-7-6-10(17)8-12(14)16(19-9-15(20)21)11-4-2-3-5-13(11)18/h2-8H,9H2,1H3",ROYOYTLGDLIGBX-UHFFFAOYSA-N,"7-chloro-5-(2-fluorophenyl)-1-methyl-3H-1,4-benzodiazepin-2-one"
Pubchem,3371,133.5 °C,"
            ",530-78-9,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,"InChI=1S/C14H10F3NO2/c15-14(16,17)9-4-3-5-10(8-9)18-12-7-2-1-6-11(12)13(19)20/h1-8,18H,(H,19,20)",LPEPZBJOKDYZAD-UHFFFAOYSA-N,2-[3-(trifluoromethyl)anilino]benzoic acid
Pubchem,3372,224-226 (Salt),"
            ",69-23-8,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,"InChI=1S/C22H26F3N3OS/c23-22(24,25)17-6-7-21-19(16-17)28(18-4-1-2-5-20(18)30-21)9-3-8-26-10-12-27(13-11-26)14-15-29/h1-2,4-7,16,29H,3,8-15H2",PLDUPXSUYLZYBN-UHFFFAOYSA-N,2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethanol
Pubchem,3373,-203 °C,"
            ",78755-81-4,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,"InChI=1S/C15H14FN3O3/c1-3-22-15(21)13-12-7-18(2)14(20)10-6-9(16)4-5-11(10)19(12)8-17-13/h4-6,8H,3,7H2,1-2H3",OFBIFZUFASYYRE-UHFFFAOYSA-N,"ethyl 8-fluoro-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylate"
Pubchem,3374,-255 °C,"
            ",42835-25-6,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,"InChI=1S/C14H12FNO3/c1-7-2-3-8-4-9(15)5-10-12(8)16(7)6-11(13(10)17)14(18)19/h4-7H,2-3H2,1H3,(H,18,19)",DPSPPJIUMHPXMA-UHFFFAOYSA-N,"7-fluoro-12-methyl-4-oxo-1-azatricyclo[7.3.1.05,13]trideca-2,5,7,9(13)-tetraene-3-carboxylic acid"
Pubchem,3380,-167 °C,"
            ",1622-62-4,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,"InChI=1S/C16H12FN3O3/c1-19-14-7-6-10(20(22)23)8-12(14)16(18-9-15(19)21)11-4-2-3-5-13(11)17/h2-8H,9H2,1H3",PPTYJKAXVCCBDU-UHFFFAOYSA-N,"5-(2-fluorophenyl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one"
Pubchem,3385,-541 °F,"
            ",51-21-8,C1=C(C(=O)NC(=O)N1)F,C1=C(C(=O)NC(=O)N1)F,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",GHASVSINZRGABV-UHFFFAOYSA-N,"5-fluoro-1H-pyrimidine-2,4-dione"
Pubchem,3386,193 - 197 °C,"
            ",54910-89-3,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",RTHCYVBBDHJXIQ-UHFFFAOYSA-N,N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine
Pubchem,3393,190-220,"
            ",17617-23-1,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,"InChI=1S/C21H23ClFN3O/c1-3-25(4-2)11-12-26-19-10-9-15(22)13-17(19)21(24-14-20(26)27)16-7-5-6-8-18(16)23/h5-10,13H,3-4,11-12,14H2,1-2H3",SAADBVWGJQAEFS-UHFFFAOYSA-N,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one"
Pubchem,3394,-111 °C,"
            ",5104-49-4,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)",SYTBZMRGLBWNTM-UHFFFAOYSA-N,2-(3-fluoro-4-phenylphenyl)propanoic acid
Pubchem,3396,187.5-190,"
            ",1841-19-6,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,"InChI=1S/C29H31F2N3O/c30-24-12-8-22(9-13-24)27(23-10-14-25(31)15-11-23)7-4-18-33-19-16-29(17-20-33)28(35)32-21-34(29)26-5-2-1-3-6-26/h1-3,5-6,8-15,27H,4,7,16-21H2,(H,32,35)",QOYHHIBFXOOADH-UHFFFAOYSA-N,"8-[4,4-bis(4-fluorophenyl)butyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one"
Pubchem,3397,111.5-112.5,"
            ",13311-84-7,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,"InChI=1S/C11H11F3N2O3/c1-6(2)10(17)15-7-3-4-9(16(18)19)8(5-7)11(12,13)14/h3-6H,1-2H3,(H,15,17)",MKXKFYHWDHIYRV-UHFFFAOYSA-N,2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide
Pubchem,3404,122.5 °C,"
            ",61718-81-8,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,"InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3",CJOFXWAVKWHTFT-UHFFFAOYSA-N,2-[[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine
Pubchem,3406,25 °C,"
            ",7554-65-6,CC1=CNN=C1,CC1=CNN=C1,"InChI=1S/C4H6N2/c1-4-2-5-6-3-4/h2-3H,1H3,(H,5,6)",RIKMMFOAQPJVMX-UHFFFAOYSA-N,4-methyl-1H-pyrazole
Pubchem,3407,206-208,"
            ",18053-31-1,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3,"InChI=1S/C21H24ClN3O3/c1-24(15-20(26)25-10-12-28-13-11-25)14-17-18(22)8-5-9-19(17)23-21(27)16-6-3-2-4-7-16/h2-9H,10-15H2,1H3,(H,23,27)",KSNNEUZOAFRTDS-UHFFFAOYSA-N,N-[3-chloro-2-[[methyl-(2-morpholin-4-yl-2-oxoethyl)amino]methyl]phenyl]benzamide
Pubchem,3415,88.06 °C,"
            ",4428-95-9,C(=O)(O)P(=O)(O)O,C(=O)(O)P(=O)(O)O,"InChI=1S/CH3O5P/c2-1(3)7(4,5)6/h(H,2,3)(H2,4,5,6)",ZJAOAACCNHFJAH-UHFFFAOYSA-N,phosphonoformic acid
Pubchem,3429,132 °C,"
            ",,CC(C(C(C(CO)O)O)O)O,CC(C(C(C(CO)O)O)O)O,"InChI=1S/C6H14O5/c1-3(8)5(10)6(11)4(9)2-7/h3-11H,2H2,1H3",SKCKOFZKJLZSFA-UHFFFAOYSA-N,"hexane-1,2,3,4,5-pentol"
Pubchem,3440,403 °F,"
            ",54-31-9,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,"InChI=1S/C12H11ClN2O5S/c13-9-5-10(15-6-7-2-1-3-20-7)8(12(16)17)4-11(9)21(14,18)19/h1-5,15H,6H2,(H,16,17)(H2,14,18,19)",ZZUFCTLCJUWOSV-UHFFFAOYSA-N,4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoic acid
Pubchem,3442,-98 °C,"
            ",536-69-6,CCCCC1=CN=C(C=C1)C(=O)O,CCCCC1=CN=C(C=C1)C(=O)O,"InChI=1S/C10H13NO2/c1-2-3-4-8-5-6-9(10(12)13)11-7-8/h5-7H,2-4H2,1H3,(H,12,13)",DGMPVYSXXIOGJY-UHFFFAOYSA-N,5-butylpyridine-2-carboxylic acid
Pubchem,3444,84 °C,"
            ",116255-48-2,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br,"InChI=1S/C13H12BrCl2N3O/c14-9-4-13(20-5-9,6-19-8-17-7-18-19)11-2-1-10(15)3-12(11)16/h1-3,7-9H,4-6H2",HJJVPARKXDDIQD-UHFFFAOYSA-N,"1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole"
Pubchem,3446,-166 °C,"
            ",60142-96-3,C1CCC(CC1)(CC(=O)O)CN,C1CCC(CC1)(CC(=O)O)CN,"InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)",UGJMXCAKCUNAIE-UHFFFAOYSA-N,2-[1-(aminomethyl)cyclohexyl]acetic acid
Pubchem,3450,147.5 °C,"
            ",7006-17-9,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC,"InChI=1S/C30H60N3O3/c1-10-31(11-2,12-3)22-25-34-28-20-19-21-29(35-26-23-32(13-4,14-5)15-6)30(28)36-27-24-33(16-7,17-8)18-9/h19-21H,10-18,22-27H2,1-9H3/q+3",OZLPUNFFCJDMJD-UHFFFAOYSA-N,"2-[2,3-bis[2-(triethylazaniumyl)ethoxy]phenoxy]ethyl-triethylazanium"
Pubchem,3463,58-61,"
            ",25812-30-0,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N,"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid"
Pubchem,3467,105 °C,"
            ",1403-66-3,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,"InChI=1S/C21H43N5O7/c1-9(25-3)13-6-5-10(22)19(31-13)32-16-11(23)7-12(24)17(14(16)27)33-20-15(28)18(26-4)21(2,29)8-30-20/h9-20,25-29H,5-8,22-24H2,1-4H3",CEAZRRDELHUEMR-UHFFFAOYSA-N,"2-[4,6-diamino-3-[3-amino-6-[1-(methylamino)ethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol"
Pubchem,3468,215 °C,"
            ",7438-46-2,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C,"InChI=1S/C25H30N3/c1-26(2)22-13-7-19(8-14-22)25(20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6/h7-18H,1-6H3/q+1",LGLFFNDHMLKUMI-UHFFFAOYSA-N,"[4-[bis[4-(dimethylamino)phenyl]methylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium"
Pubchem,3469,199.5 °C,"
            ",490-79-9,C1=CC(=C(C=C1O)C(=O)O)O,C1=CC(=C(C=C1O)C(=O)O)O,"InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)",WXTMDXOMEHJXQO-UHFFFAOYSA-N,"2,5-dihydroxybenzoic acid"
Pubchem,3473,32 °C,"
            ",39886-76-5,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,"InChI=1S/C17H26O4/c1-3-4-5-6-14(18)12-15(19)9-7-13-8-10-16(20)17(11-13)21-2/h8,10-11,14,18,20H,3-7,9,12H2,1-2H3",NLDDIKRKFXEWBK-UHFFFAOYSA-N,5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one
Pubchem,3474,,"
            ",3820-67-5,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,"InChI=1S/C19H17ClN2O4/c20-12-5-6-14-17(7-8-21-18(14)9-12)22-16-4-2-1-3-15(16)19(25)26-11-13(24)10-23/h1-9,13,23-24H,10-11H2,(H,21,22)",GWOFUCIGLDBNKM-UHFFFAOYSA-N,"2,3-dihydroxypropyl 2-[(7-chloroquinolin-4-yl)amino]benzoate"
Pubchem,3475,180-182,"
            ",21187-98-4,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)",BOVGTQGAOIONJV-UHFFFAOYSA-N,"1-(3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrol-2-yl)-3-(4-methylphenyl)sulfonylurea"
Pubchem,3476,207 °C,"
            ",93479-97-1,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,"InChI=1S/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)",WIGIZIANZCJQQY-UHFFFAOYSA-N,4-ethyl-3-methyl-N-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxo-2H-pyrrole-1-carboxamide
Pubchem,3478,200-203,"
            ",29094-61-9,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,"InChI=1S/C21H27N5O4S/c1-15-13-24-19(14-23-15)20(27)22-12-11-16-7-9-18(10-8-16)31(29,30)26-21(28)25-17-5-3-2-4-6-17/h7-10,13-14,17H,2-6,11-12H2,1H3,(H,22,27)(H2,25,26,28)",ZJJXGWJIGJFDTL-UHFFFAOYSA-N,N-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methylpyrazine-2-carboxamide
Pubchem,3485,20 °F,"
            ",111-30-8,C(CC=O)CC=O,C(CC=O)CC=O,"InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2",SXRSQZLOMIGNAQ-UHFFFAOYSA-N,pentanedial
Pubchem,3487,78-81,"
            ",77-21-4,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,"InChI=1S/C13H15NO2/c1-2-13(10-6-4-3-5-7-10)9-8-11(15)14-12(13)16/h3-7H,2,8-9H2,1H3,(H,14,15,16)",JMBQKKAJIKAWKF-UHFFFAOYSA-N,"3-ethyl-3-phenylpiperidine-2,6-dione"
Pubchem,3488,169 °C,"
            ",10238-21-8,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)",ZNNLBTZKUZBEKO-UHFFFAOYSA-N,5-chloro-N-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-2-methoxybenzamide
