source,Pubchem_CID,Melting_Point,reference,Substance_CASRN,SMILES,ConnectivitySMILES,InChI,InChIKey,IUPAC_Name
Pubchem,2474,108 °C,"
            ",2180-92-9,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,"InChI=1S/C18H28N2O/c1-4-5-12-20-13-7-6-11-16(20)18(21)19-17-14(2)9-8-10-15(17)3/h8-10,16H,4-7,11-13H2,1-3H3,(H,19,21)",LEBVLXFERQHONN-UHFFFAOYSA-N,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide"
Pubchem,2477,201.5-202.5,"
            ",36505-84-7,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,"InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2",QWCRAEMEVRGPNT-UHFFFAOYSA-N,"8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-8-azaspiro[4.5]decane-7,9-dione"
Pubchem,2478,244 °F,"
            ",55-98-1,CS(=O)(=O)OCCCCOS(=O)(=O)C,CS(=O)(=O)OCCCCOS(=O)(=O)C,"InChI=1S/C6H14O6S2/c1-13(7,8)11-5-3-4-6-12-14(2,9)10/h3-6H2,1-2H3",COVZYZSDYWQREU-UHFFFAOYSA-N,4-methylsulfonyloxybutyl methanesulfonate
Pubchem,2479,166.5 °C,"
            ",125-40-6,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,"InChI=1S/C10H16N2O3/c1-4-6(3)10(5-2)7(13)11-9(15)12-8(10)14/h6H,4-5H2,1-3H3,(H2,11,12,13,14,15)",ZRIHAIZYIMGOAB-UHFFFAOYSA-N,"5-butan-2-yl-5-ethyl-1,3-diazinane-2,4,6-trione"
Pubchem,2481,,"
            ",77-26-9,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,"InChI=1S/C11H16N2O3/c1-4-5-11(6-7(2)3)8(14)12-10(16)13-9(11)15/h4,7H,1,5-6H2,2-3H3,(H2,12,13,14,15,16)",UZVHFVZFNXBMQJ-UHFFFAOYSA-N,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"
Pubchem,2482,136 °F,"
            ",94-25-7,CCCCOC(=O)C1=CC=C(C=C1)N,CCCCOC(=O)C1=CC=C(C=C1)N,"InChI=1S/C11H15NO2/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7H,2-3,8,12H2,1H3",IUWVALYLNVXWKX-UHFFFAOYSA-N,butyl 4-aminobenzoate
Pubchem,2513,385 °F,"
            ",75-60-5,C[As](=O)(C)O,C[As](=O)(C)O,"InChI=1S/C2H7AsO2/c1-3(2,4)5/h1-2H3,(H,4,5)",OGGXGZAMXPVRFZ-UHFFFAOYSA-N,dimethylarsinic acid
Pubchem,2516,162 °C,"
            ",,CC12CCC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3,CC12CCC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3,"InChI=1S/C20H28O3/c1-18-7-5-16-14(6-9-23-16)15(18)4-8-19-10-13(2-3-17(18)19)20(22,11-19)12-21/h6,9,13,15,17,21-22H,2-5,7-8,10-12H2,1H3",DNJVYWXIDISQRD-UHFFFAOYSA-N,"17-(hydroxymethyl)-12-methyl-8-oxapentacyclo[14.2.1.01,13.04,12.05,9]nonadeca-5(9),6-dien-17-ol"
Pubchem,2519,460 °F,"
            ",58-08-2,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,"1,3,7-trimethylpurine-2,6-dione"
Pubchem,2520,25 °C,"
            ",52-53-9,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,"InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3",SGTNSNPWRIOYBX-UHFFFAOYSA-N,"2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile"
Pubchem,2536,194-198,"
            ",59721-28-7,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,"InChI=1S/C20H22N4O5/c1-24(2)17(25)12-28-18(26)11-13-3-9-16(10-4-13)29-19(27)14-5-7-15(8-6-14)23-20(21)22/h3-10H,11-12H2,1-2H3,(H4,21,22,23)",XASIMHXSUQUHLV-UHFFFAOYSA-N,[4-[2-[2-(dimethylamino)-2-oxoethoxy]-2-oxoethyl]phenyl] 4-(diaminomethylideneamino)benzoate
Pubchem,2537,345 °F,"
            ",76-22-2,CC1(C2CCC1(C(=O)C2)C)C,CC1(C2CCC1(C(=O)C2)C)C,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",DSSYKIVIOFKYAU-UHFFFAOYSA-N,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one"
Pubchem,2541,-185 °C,"
            ",139481-59-7,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,"InChI=1S/C24H20N6O3/c1-2-33-24-25-20-9-5-8-19(23(31)32)21(20)30(24)14-15-10-12-16(13-11-15)17-6-3-4-7-18(17)22-26-28-29-27-22/h3-13H,2,14H2,1H3,(H,31,32)(H,26,27,28,29)",HTQMVQVXFRQIKW-UHFFFAOYSA-N,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid
Pubchem,2543,171 °F,"
            ",521-35-7,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,"InChI=1S/C21H26O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h9-13,22H,5-8H2,1-4H3",VBGLYOIFKLUMQG-UHFFFAOYSA-N,"6,6,9-trimethyl-3-pentylbenzo[c]chromen-1-ol"
Pubchem,2551,208-210,"
            ",462-58-8,C[N+](C)(C)CCOC(=O)N,C[N+](C)(C)CCOC(=O)N,"InChI=1S/C6H14N2O2/c1-8(2,3)4-5-10-6(7)9/h4-5H2,1-3H3,(H-,7,9)/p+1",VPJXQGSRWJZDOB-UHFFFAOYSA-O,2-carbamoyloxyethyl(trimethyl)azanium
Pubchem,2554,189-192,"
            ",298-46-4,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N,benzo[b][1]benzazepine-11-carboxamide
Pubchem,2562,90-95,"
            ",77-23-6,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,"InChI=1S/C20H31NO3/c1-3-21(4-2)14-15-23-16-17-24-19(22)20(12-8-9-13-20)18-10-6-5-7-11-18/h5-7,10-11H,3-4,8-9,12-17H2,1-2H3",CFJMRBQWBDQYMK-UHFFFAOYSA-N,2-[2-(diethylamino)ethoxy]ethyl 1-phenylcyclopentane-1-carboxylate
Pubchem,2564,25 °C,"
            ",486-16-8,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,"InChI=1S/C16H19ClN2O/c1-19(2)11-12-20-16(15-5-3-4-10-18-15)13-6-8-14(17)9-7-13/h3-10,16H,11-12H2,1-2H3",OJFSXZCBGQGRNV-UHFFFAOYSA-N,"2-[(4-chlorophenyl)-pyridin-2-ylmethoxy]-N,N-dimethylethanamine"
Pubchem,2566,307 °F,"
            ",1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate"
Pubchem,2576,199 °F,"
            ",78-44-4,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,"InChI=1S/C12H24N2O4/c1-5-6-12(4,7-17-10(13)15)8-18-11(16)14-9(2)3/h9H,5-8H2,1-4H3,(H2,13,15)(H,14,16)",OFZCIYFFPZCNJE-UHFFFAOYSA-N,[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate
Pubchem,2577,,"
            ",61422-45-5,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,"InChI=1S/C11H16FN3O3/c1-2-3-4-5-6-13-10(17)15-7-8(12)9(16)14-11(15)18/h7H,2-6H2,1H3,(H,13,17)(H,14,16,18)",AOCCBINRVIKJHY-UHFFFAOYSA-N,"5-fluoro-N-hexyl-2,4-dioxopyrimidine-1-carboxamide"
Pubchem,2578,90 °F,"
            ",154-93-8,C(CCl)NC(=O)N(CCCl)N=O,C(CCl)NC(=O)N(CCCl)N=O,"InChI=1S/C5H9Cl2N3O2/c6-1-3-8-5(11)10(9-12)4-2-7/h1-4H2,(H,8,11)",DLGOEMSEDOSKAD-UHFFFAOYSA-N,"1,3-bis(2-chloroethyl)-1-nitrosourea"
Pubchem,2581,195-199,"
            ",53716-49-7,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,"InChI=1S/C15H12ClNO2/c1-8(15(18)19)9-2-4-11-12-7-10(16)3-5-13(12)17-14(11)6-9/h2-8,17H,1H3,(H,18,19)",PUXBGTOOZJQSKH-UHFFFAOYSA-N,2-(6-chloro-9H-carbazol-2-yl)propanoic acid
Pubchem,2585,114.5 °C,"
            ",72956-09-3,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3",OGHNVEJMJSYVRP-UHFFFAOYSA-N,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol
Pubchem,2662,157-159,"
            ",169590-42-5,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)",RZEKVGVHFLEQIL-UHFFFAOYSA-N,4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide
Pubchem,2663,120-122,"
            ",56980-93-9,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,"InChI=1S/C20H33N3O4/c1-7-23(8-2)19(26)22-15-9-10-18(17(11-15)14(3)24)27-13-16(25)12-21-20(4,5)6/h9-11,16,21,25H,7-8,12-13H2,1-6H3,(H,22,26)",JOATXPAWOHTVSZ-UHFFFAOYSA-N,"3-[3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl]-1,1-diethylurea"
Pubchem,2678,-115°C,"
            ",83881-51-0,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)",ZKLPARSLTMPFCP-UHFFFAOYSA-N,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid
Pubchem,2681,240 °C,"
            ",6899-10-1,CCCCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCCC[N+](C)(C)C,"InChI=1S/C19H42N/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4/h5-19H2,1-4H3/q+1",RLGQACBPNDBWTB-UHFFFAOYSA-N,hexadecyl(trimethyl)azanium
Pubchem,2682,,"
            ",36653-82-4,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,"InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3",BXWNKGSJHAJOGX-UHFFFAOYSA-N,hexadecan-1-ol
Pubchem,2707,135 °F,"
            ",302-17-0,C(C(Cl)(Cl)Cl)(O)O,C(C(Cl)(Cl)Cl)(O)O,"InChI=1S/C2H3Cl3O2/c3-2(4,5)1(6)7/h1,6-7H",RNFNDJAIBTYOQL-UHFFFAOYSA-N,"2,2,2-trichloroethane-1,1-diol"
Pubchem,2708,151 °F,"
            ",305-03-3,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)",JCKYGMPEJWAADB-UHFFFAOYSA-N,4-[4-[bis(2-chloroethyl)amino]phenyl]butanoic acid
Pubchem,2710,,"
            ",82-93-9,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,"InChI=1S/C18H21ClN2/c1-20-11-13-21(14-12-20)18(15-5-3-2-4-6-15)16-7-9-17(19)10-8-16/h2-10,18H,11-14H2,1H3",WFNAKBGANONZEQ-UHFFFAOYSA-N,1-[(4-chlorophenyl)-phenylmethyl]-4-methylpiperazine
Pubchem,2713,134 °C,"
            ",,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,"InChI=1S/C22H30Cl2N10/c23-15-5-9-17(10-6-15)31-21(27)33-19(25)29-13-3-1-2-4-14-30-20(26)34-22(28)32-18-11-7-16(24)8-12-18/h5-12H,1-4,13-14H2,(H5,25,27,29,31,33)(H5,26,28,30,32,34)",GHXZTYHSJHQHIJ-UHFFFAOYSA-N,2-[6-[[amino-[[amino-(4-chloroanilino)methylidene]amino]methylidene]amino]hexyl]-1-[amino-(4-chloroanilino)methylidene]guanidine
Pubchem,2717,116.2-118.6,"
            ",80-77-3,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,"InChI=1S/C11H12ClNO3S/c1-13-10(14)6-7-17(15,16)11(13)8-2-4-9(12)5-3-8/h2-5,11H,6-7H2,1H3",WEQAYVWKMWHEJO-UHFFFAOYSA-N,"2-(4-chlorophenyl)-3-methyl-1,1-dioxo-1,3-thiazinan-4-one"
Pubchem,2719,87-89.5,"
            ",54-05-7,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,"InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)",WHTVZRBIWZFKQO-UHFFFAOYSA-N,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine"
Pubchem,2720,649 °F,"
            ",58-94-6,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,"InChI=1S/C7H6ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-3H,(H,10,11)(H2,9,12,13)",JBMKAUGHUNFTOL-UHFFFAOYSA-N,"6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide"
Pubchem,2722,179.5 °C,"
            ",773-76-2,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,"InChI=1S/C9H5Cl2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",WDFKMLRRRCGAKS-UHFFFAOYSA-N,"5,7-dichloroquinolin-8-ol"
Pubchem,2723,112-116 degrees Celsius,"
            ",88-04-0,CC1=CC(=CC(=C1Cl)C)O,CC1=CC(=CC(=C1Cl)C)O,"InChI=1S/C8H9ClO/c1-5-3-7(10)4-6(2)8(5)9/h3-4,10H,1-2H3",OSDLLIBGSJNGJE-UHFFFAOYSA-N,"4-chloro-3,5-dimethylphenol"
Pubchem,2724,-91 °C,"
            ",886-74-8,C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,"InChI=1S/C10H12ClNO4/c11-7-1-3-9(4-2-7)15-5-8(13)6-16-10(12)14/h1-4,8,13H,5-6H2,(H2,12,14)",SKPLBLUECSEIFO-UHFFFAOYSA-N,[3-(4-chlorophenoxy)-2-hydroxypropyl] carbamate
Pubchem,2725,135 °C,"
            ",132-22-9,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,"InChI=1S/C16H19ClN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3",SOYKEARSMXGVTM-UHFFFAOYSA-N,"3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine"
Pubchem,2726,177-178,"
            ",50-53-3,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",ZPEIMTDSQAKGNT-UHFFFAOYSA-N,"3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine"
Pubchem,2727,264 °F,"
            ",94-20-2,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,"InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)",RKWGIWYCVPQPMF-UHFFFAOYSA-N,1-(4-chlorophenyl)sulfonyl-3-propylurea
Pubchem,2728,106.5 °F,"
            ",101-21-3,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,"InChI=1S/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)",CWJSHJJYOPWUGX-UHFFFAOYSA-N,propan-2-yl N-(3-chlorophenyl)carbamate
Pubchem,2729,97.5 °C,"
            ",4695-61-8,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,"InChI=1S/C18H18ClNS/c1-20(2)11-5-7-14-15-6-3-4-8-17(15)21-18-10-9-13(19)12-16(14)18/h3-4,6-10,12H,5,11H2,1-2H3",WSPOMRSOLSGNFJ-UHFFFAOYSA-N,"3-(2-chlorothioxanthen-9-ylidene)-N,N-dimethylpropan-1-amine"
Pubchem,2730,110 °F,"
            ",2921-88-2,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",SBPBAQFWLVIOKP-UHFFFAOYSA-N,"diethoxy-sulfanylidene-[(3,5,6-trichloro-2-pyridinyl)oxy]-lambda5-phosphane"
Pubchem,2732,239 °C,"
            ",77-36-1,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,"InChI=1S/C14H11ClN2O4S/c15-11-6-5-8(7-12(11)22(16,20)21)14(19)10-4-2-1-3-9(10)13(18)17-14/h1-7,19H,(H,17,18)(H2,16,20,21)",JIVPVXMEBJLZRO-UHFFFAOYSA-N,2-chloro-5-(1-hydroxy-3-oxo-2H-isoindol-1-yl)benzenesulfonamide
Pubchem,2733,191-191.5,"
            ",95-25-0,C1=CC2=C(C=C1Cl)NC(=O)O2,C1=CC2=C(C=C1Cl)NC(=O)O2,"InChI=1S/C7H4ClNO2/c8-4-1-2-6-5(3-4)9-7(10)11-6/h1-3H,(H,9,10)",TZFWDZFKRBELIQ-UHFFFAOYSA-N,"5-chloro-3H-1,3-benzoxazol-2-one"
Pubchem,2749,,"
            ",29342-05-0,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,"InChI=1S/C12H17NO2/c1-9-7-11(13(15)12(14)8-9)10-5-3-2-4-6-10/h7-8,10,15H,2-6H2,1H3",SCKYRAXSEDYPSA-UHFFFAOYSA-N,6-cyclohexyl-1-hydroxy-4-methylpyridin-2-one
Pubchem,2754,160 °C,"
            ",73963-72-1,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,"InChI=1S/C20H27N5O2/c26-20-12-9-15-14-17(10-11-18(15)21-20)27-13-5-4-8-19-22-23-24-25(19)16-6-2-1-3-7-16/h10-11,14,16H,1-9,12-13H2,(H,21,26)",RRGUKTPIGVIEKM-UHFFFAOYSA-N,"6-[4-(1-cyclohexyltetrazol-5-yl)butoxy]-3,4-dihydro-1H-quinolin-2-one"
Pubchem,2756,290 °F,"
            ",51481-61-9,CC1=C(N=CN1)CSCCNC(=NC)NC#N,CC1=C(N=CN1)CSCCNC(=NC)NC#N,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",AQIXAKUUQRKLND-UHFFFAOYSA-N,1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine
Pubchem,2757,210.5 °C,"
            ",1071759-34-6,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,"InChI=1S/C19H22N2O/c1-2-13-12-21-10-8-14(13)11-18(21)19(22)16-7-9-20-17-6-4-3-5-15(16)17/h2-7,9,13-14,18-19,22H,1,8,10-12H2",KMPWYEUPVWOPIM-UHFFFAOYSA-N,(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-quinolin-4-ylmethanol
Pubchem,2758,34.7 °F,"
            ",470-82-6,CC1(C2CCC(O1)(CC2)C)C,CC1(C2CCC(O1)(CC2)C)C,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3",WEEGYLXZBRQIMU-UHFFFAOYSA-N,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane"
Pubchem,2762,261-262,"
            ",28657-80-9,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,"InChI=1S/C12H10N2O5/c1-2-14-7-4-9-8(18-5-19-9)3-6(7)11(15)10(13-14)12(16)17/h3-4H,2,5H2,1H3,(H,16,17)",VDUWPHTZYNWKRN-UHFFFAOYSA-N,"1-ethyl-4-oxo-[1,3]dioxolo[4,5-g]cinnoline-3-carboxylic acid"
Pubchem,2764,-257 °C,"
            ",85721-33-1,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",MYSWGUAQZAJSOK-UHFFFAOYSA-N,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid
Pubchem,2767,270 °C,"
            ",26035-31-4,[NH2-].[NH2-].Cl[Pt+2]Cl,[NH2-].[NH2-].Cl[Pt+2]Cl,InChI=1S/2ClH.2H2N.Pt/h2*1H;2*1H2;/q;;2*-1;+4/p-2,DQLATGHUWYMOKM-UHFFFAOYSA-L,azanide;dichloroplatinum(2+)
Pubchem,2770,581 °C,"
            ",10025-65-7,Cl[Pt]Cl,Cl[Pt]Cl,InChI=1S/2ClH.Pt/h2*1H;/q;;+2/p-2,CLSUSRZJUQMOHH-UHFFFAOYSA-L,dichloroplatinum
